SUMLEV,MUNICIPIO,72001,NAME,NAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,73,72073,Puerto Rico,Jayuya Municipio,12,13891,6890,7001,625,327,298,1541,788,753,718,372,346,1317,721,596,11373,5593,5780,11007,5403,5604,5516,2854,2662,3658,1850,1808,3582,1688,1894,2450,1144,1306,625,327,298,810,423,387,908,454,454,913,488,425,945,516,429,1027,543,484,876,426,450,872,428,444,883,453,430,834,382,452,915,417,498,904,423,481,929,466,463,813,403,410,655,314,341,456,204,252,242,107,135,284,116,168,39.8,38.4,41.3
50,75,72075,Puerto Rico,Juana Díaz Municipio,12,44679,21170,23509,1873,990,883,4789,2415,2374,2324,1133,1191,4277,2173,2104,36871,17190,19681,35693,16632,19061,17278,8203,9075,11268,5198,6070,11856,5514,6342,8292,3747,4545,1873,990,883,2552,1275,1277,2828,1441,1387,2927,1443,1484,3083,1562,1521,3209,1541,1668,2562,1219,1343,2576,1101,1475,2921,1337,1584,2955,1387,1568,3015,1372,1643,3077,1429,1648,2809,1326,1483,2372,1139,1233,2300,1071,1229,1574,721,853,1058,436,622,988,380,608,41.2,40,42.2
50,77,72077,Puerto Rico,Juncos Municipio,12,38155,18145,20010,1573,799,774,3943,2000,1943,2054,1010,1044,3748,1873,1875,31611,14834,16777,30585,14336,16249,16038,7680,8358,10742,5049,5693,9732,4479,5253,6363,2935,3428,1573,799,774,2009,1023,986,2440,1229,1211,2576,1289,1287,2720,1342,1378,2900,1396,1504,2390,1115,1275,2585,1167,1418,2867,1371,1496,2799,1319,1480,2467,1159,1308,2307,1011,1296,2159,990,1169,1923,915,1008,1654,766,888,1275,587,688,751,348,403,760,319,441,39.8,38.9,40.6
50,79,72079,Puerto Rico,Lajas Municipio,12,22010,10682,11328,768,405,363,1970,1029,941,930,458,472,1929,1018,911,18816,9033,9783,18342,8790,9552,7599,3909,3690,4963,2533,2430,5915,2790,3125,5535,2449,3086,768,405,363,1007,523,484,1186,606,580,1259,655,604,1377,721,656,1469,796,673,1124,577,547,1101,538,563,1269,622,647,1436,700,736,1495,696,799,1435,687,748,1549,707,842,1463,665,798,1498,700,798,1126,484,642,757,321,436,691,279,412,46.6,44.2,48.8
50,81,72081,Puerto Rico,Lares Municipio,12,24276,11929,12347,928,488,440,2241,1150,1091,1120,575,545,2082,1051,1031,20545,10011,10534,19987,9716,10271,8984,4562,4422,6061,3076,2985,6613,3177,3436,5231,2412,2819,928,488,440,1228,651,577,1292,639,653,1469,761,708,1454,725,729,1635,862,773,1446,717,729,1496,743,753,1484,754,730,1506,742,764,1666,782,884,1738,833,905,1703,820,883,1455,701,754,1462,698,764,988,452,536,683,295,388,643,266,377,44,42.4,45.5
50,83,72083,Puerto Rico,Las Marías Municipio,12,7927,3919,4008,314,148,166,866,439,427,346,169,177,699,356,343,6568,3248,3320,6401,3163,3238,2850,1441,1409,1891,954,937,2086,1023,1063,1725,830,895,314,148,166,471,238,233,481,239,242,461,238,223,498,249,249,548,282,266,431,218,213,445,211,234,467,243,224,454,235,219,510,229,281,559,282,277,563,277,286,498,234,264,477,240,237,311,158,153,236,120,116,203,78,125,43.5,42.8,44.1
50,85,72085,Puerto Rico,Las Piedras Municipio,12,37007,17766,19241,1327,675,652,3685,1948,1737,1874,972,902,3387,1691,1696,31024,14640,16384,30121,14171,15950,14800,7068,7732,10031,4660,5371,9661,4511,5150,7042,3309,3733,1327,675,652,1873,982,891,2304,1221,1083,2381,1247,1134,2388,1161,1227,2486,1160,1326,2258,1037,1221,2542,1146,1396,2745,1317,1428,2545,1234,1311,2406,1120,1286,2332,1062,1270,2378,1095,1283,2133,973,1160,1944,922,1022,1320,643,677,831,403,428,814,368,446,41.7,40.9,42.4
50,87,72087,Puerto Rico,Loíza Municipio,12,24553,11400,13153,861,424,437,2634,1347,1287,1245,591,654,2245,1071,1174,20421,9331,11090,19813,9038,10775,9528,4427,5101,6354,2908,3446,6486,2946,3540,4728,2113,2615,861,424,437,1361,700,661,1589,790,799,1568,752,816,1606,767,839,1824,830,994,1574,720,854,1454,652,802,1502,706,796,1402,649,753,1555,705,850,1771,785,986,1758,807,951,1548,693,855,1187,538,649,857,390,467,552,246,306,584,246,338,41.4,40.4,42.4
50,89,72089,Puerto Rico,Luquillo Municipio,12,17665,8273,9392,605,324,281,1688,824,864,855,414,441,1728,820,908,14953,6919,8034,14517,6711,7806,6603,3065,3538,4235,1939,2296,4605,2153,2452,3949,1799,2150,605,324,281,863,417,446,1040,515,525,1136,545,591,1232,581,651,1220,604,616,941,414,527,954,428,526,1120,493,627,1170,515,655,1160,563,597,1134,532,602,1141,543,598,1042,466,576,1077,507,570,819,372,447,516,235,281,495,219,276,43.8,43.2,44.3
50,91,72091,Puerto Rico,Manatí Municipio,12,37287,17490,19797,1472,770,702,3560,1808,1752,1810,948,862,3501,1760,1741,31343,14433,16910,30445,13964,16481,13662,6580,7082,8815,4116,4699,9696,4488,5208,8433,3600,4833,1472,770,702,1896,949,947,2128,1103,1025,2356,1230,1126,2491,1234,1257,2449,1157,1292,2021,927,1094,2153,992,1161,2192,1040,1152,2316,1091,1225,2282,1071,1211,2520,1142,1378,2578,1184,1394,2398,1082,1316,2136,937,1199,1660,667,993,1150,493,657,1089,421,668,43.8,42,45.6
50,93,72093,Puerto Rico,Maricao Municipio,12,5430,2687,2743,202,99,103,525,273,252,235,124,111,462,231,231,4581,2251,2330,4468,2191,2277,1933,973,960,1297,656,641,1508,736,772,1201,568,633,202,99,103,254,130,124,332,181,151,302,152,150,334,165,169,323,161,162,315,148,167,339,176,163,320,171,149,326,164,162,364,185,179,410,194,216,408,193,215,369,165,204,278,149,129,214,94,120,150,64,86,190,96,94,44.9,43.8,45.9
50,95,72095,Puerto Rico,Maunabo Municipio,12,10321,5088,5233,328,164,164,1004,526,478,486,241,245,817,408,409,8748,4272,4476,8503,4157,4346,3481,1757,1724,2305,1165,1140,2955,1448,1507,2426,1136,1290,328,164,164,567,298,269,564,285,279,586,305,281,590,287,303,639,321,318,559,267,292,506,244,262,601,333,268,692,342,350,710,345,365,784,404,380,769,357,412,680,321,359,671,321,350,469,213,256,314,150,164,292,131,161,46.7,45.6,47.7
50,97,72097,Puerto Rico,Mayagüez Municipio,12,71530,34091,37439,2460,1256,1204,6017,3064,2953,3404,1781,1623,10991,5818,5173,61400,28876,32524,59649,27990,31659,28331,14604,13727,14749,7433,7316,16143,7474,8669,17766,7265,10501,2460,1256,1204,2959,1520,1439,3871,1972,1899,5662,2941,2721,7920,4230,3690,4229,2238,1991,3775,1922,1853,3377,1664,1713,3368,1609,1759,3516,1660,1856,3838,1767,2071,4256,1949,2307,4533,2098,2435,4318,1905,2413,4431,1877,2554,3607,1504,2103,2489,1004,1485,2921,975,1946,42.3,37.9,46.2
50,99,72099,Puerto Rico,Moca Municipio,12,34891,16975,17916,1348,687,661,3469,1765,1704,1750,884,866,3519,1733,1786,29191,14068,15123,28324,13639,14685,13753,6744,7009,8927,4354,4573,9458,4509,4949,6420,3043,3377,1348,687,661,1790,884,906,2122,1108,1014,2353,1180,1173,2473,1210,1263,2374,1184,1190,2090,1012,1078,2168,1040,1128,2295,1118,1177,2224,1092,1132,2433,1121,1312,2446,1190,1256,2355,1106,1249,2030,980,1050,1790,873,917,1247,580,667,745,366,379,608,244,364,41.6,40.8,42.3
50,101,72101,Puerto Rico,Morovis Municipio,12,30335,15060,15275,1181,619,562,3092,1562,1530,1563,799,764,3017,1503,1514,25256,12459,12797,24499,12080,12419,12177,5992,6185,8019,3910,4109,8337,4128,4209,5126,2539,2587,1181,619,562,1576,784,792,1938,998,940,1999,1035,964,2159,1047,1112,2256,1114,1142,1985,969,1016,1890,920,970,1888,907,981,1971,961,1010,2083,1007,1076,2189,1081,1108,2094,1079,1015,1656,863,793,1380,671,709,927,436,491,622,289,333,541,280,261,40.5,40.2,40.7
50,103,72103,Puerto Rico,Naguabo Municipio,12,25761,11968,13793,983,489,494,2928,1467,1461,1431,706,725,2441,1191,1250,21143,9668,11475,20419,9306,11113,10566,4868,5698,7052,3146,3906,6097,2791,3306,4829,2178,2651,983,489,494,1444,722,722,1842,920,922,1774,888,886,1740,834,906,1907,889,1018,1585,688,897,1758,774,984,1802,795,1007,1740,795,945,1490,681,809,1418,645,773,1449,670,779,1359,636,723,1337,634,703,944,437,507,601,256,345,588,215,373,39.6,38.8,40.3
50,105,72105,Puerto Rico,Naranjito Municipio,12,27349,13400,13949,1152,579,573,2694,1338,1356,1267,665,602,2510,1254,1256,22868,11159,11709,22236,10818,11418,10386,5259,5127,6925,3497,3428,7215,3501,3714,5586,2566,3020,1152,579,573,1467,729,738,1543,766,777,1671,877,794,1790,885,905,1955,1015,940,1685,851,834,1626,802,824,1659,829,830,1479,742,737,1836,892,944,2018,957,1061,1882,910,972,1652,764,888,1438,683,755,1084,502,582,714,355,359,698,262,436,42.2,41.2,43.3
50,107,72107,Puerto Rico,Orocovis Municipio,12,20220,10104,10116,908,464,444,2090,1086,1004,971,521,450,1969,1041,928,16730,8290,8440,16251,8033,8218,7678,3927,3751,4991,2502,2489,5670,2749,2921,3621,1741,1880,908,464,444,1137,583,554,1206,640,566,1263,683,580,1424,742,682,1522,775,747,1174,579,595,1174,578,596,1121,570,551,1290,615,675,1449,698,751,1510,740,770,1421,696,725,1144,566,578,956,468,488,646,314,332,402,209,193,473,184,289,41.3,40.1,42.7
50,109,72109,Puerto Rico,Patillas Municipio,12,16211,7885,8326,509,261,248,1502,768,734,751,389,362,1351,711,640,13812,6643,7169,13449,6467,6982,5525,2784,2741,3609,1784,1825,4703,2271,2432,3786,1701,2085,509,261,248,780,401,379,908,467,441,949,501,448,967,499,468,1040,536,504,844,405,439,860,415,445,865,428,437,1005,491,514,1187,564,623,1283,633,650,1228,583,645,1149,550,599,970,467,503,731,319,412,494,208,286,442,157,285,47,45.4,48.4
50,111,72111,Puerto Rico,Peñuelas Municipio,12,19249,9314,9935,927,492,435,2146,1054,1092,1019,513,506,1814,874,940,15657,7513,8144,15157,7255,7902,7357,3583,3774,4792,2318,2474,5201,2480,2721,3350,1583,1767,927,492,435,1146,581,565,1268,595,673,1321,672,649,1244,593,651,1360,683,677,1192,555,637,1133,544,589,1107,536,571,1229,605,624,1281,590,691,1380,674,706,1311,611,700,1039,505,534,930,442,488,626,289,337,382,192,190,373,155,218,40.2,39.5,40.8
50,113,72113,Puerto Rico,Ponce Municipio,12,131881,63269,68612,5355,2747,2608,12966,6624,6342,6200,3121,3079,13009,6929,6080,110448,52344,58104,107360,50777,56583,49207,25288,23919,31574,16019,15555,32703,15004,17699,30074,12825,17249,5355,2747,2608,6938,3553,3385,7604,3852,3752,8348,4283,4065,9285,4986,4299,9267,4958,4309,7658,3897,3761,7290,3600,3690,7359,3564,3795,7547,3676,3871,7810,3622,4188,8462,3726,4736,8884,3980,4904,8458,3747,4711,7825,3457,4368,5690,2487,3203,4119,1694,2425,3982,1440,2542,42.8,39.7,45.8
50,115,72115,Puerto Rico,Quebradillas Municipio,12,22918,11015,11903,819,409,410,2192,1094,1098,1141,600,541,2052,1040,1012,19336,9211,10125,18766,8912,9854,8642,4283,4359,5734,2797,2937,6143,2893,3250,4837,2182,2655,819,409,410,1171,580,591,1306,668,638,1448,735,713,1460,751,709,1580,809,771,1292,622,670,1398,653,745,1464,713,751,1454,711,743,1568,740,828,1650,766,884,1471,676,795,1387,653,734,1325,595,730,963,462,501,582,262,320,580,210,370,43.4,41.9,44.7
50,117,72117,Puerto Rico,Rincón Municipio,12,13656,6573,7083,427,215,212,1177,602,575,536,274,262,1072,530,542,11787,5614,6173,11516,5482,6034,4520,2179,2341,3044,1443,1601,3918,1947,1971,3482,1562,1920,427,215,212,604,300,304,705,370,335,726,382,344,750,354,396,716,329,387,629,291,338,772,368,404,927,455,472,934,483,451,980,495,485,995,480,515,1009,489,520,934,439,495,926,438,488,723,339,384,472,210,262,427,136,291,48.2,47.3,49.1
50,119,72119,Puerto Rico,Río Grande Municipio,12,48025,22989,25036,1644,838,806,4440,2273,2167,2362,1206,1156,4577,2368,2209,40781,19274,21507,39579,18672,20907,18525,9287,9238,12176,6023,6153,12863,5967,6896,9963,4314,5649,1644,838,806,2286,1155,1131,2744,1428,1316,3045,1545,1500,3304,1719,1585,3537,1808,1729,2806,1426,1380,2818,1371,1447,3015,1418,1597,3278,1531,1747,3394,1582,1812,3244,1490,1754,2947,1364,1583,2807,1174,1633,2834,1312,1522,2006,891,1115,1283,584,699,1033,353,680,43.1,40.8,45.1
50,121,72121,Puerto Rico,Sabana Grande Municipio,12,21712,10191,11521,815,432,383,2119,1087,1032,1020,536,484,2004,993,1011,18248,8403,9845,17758,8136,9622,7823,3812,4011,5067,2418,2649,5526,2493,3033,5161,2232,2929,815,432,383,1123,570,553,1264,652,612,1290,675,615,1466,719,747,1420,692,728,1126,536,590,1195,574,621,1326,616,710,1408,651,757,1321,625,696,1398,593,805,1399,624,775,1360,626,734,1387,600,787,1035,445,590,741,306,435,638,255,383,44.4,42,46.4
50,123,72123,Puerto Rico,Salinas Municipio,12,27128,13104,14024,1076,565,511,2852,1474,1378,1570,844,726,2541,1298,1243,22443,10674,11769,21630,10221,11409,10408,5163,5245,6663,3211,3452,6899,3273,3626,5527,2439,3088,1076,565,511,1449,735,714,1769,929,840,1951,1048,903,1794,904,890,1843,938,905,1456,671,785,1651,789,862,1713,813,900,1769,865,904,1678,798,880,1759,841,918,1693,769,924,1610,720,890,1514,700,814,1032,452,580,712,301,411,659,266,393,41.7,39.9,43.3
50,125,72125,Puerto Rico,San Germán Municipio,12,30227,14704,15523,1180,629,551,2774,1439,1335,1420,762,658,3115,1570,1545,25549,12258,13291,24853,11874,12979,10744,5433,5311,6562,3290,3272,7514,3588,3926,7662,3426,4236,1180,629,551,1500,784,716,1627,844,783,1998,1034,964,2184,1109,1075,1871,960,911,1501,761,740,1548,756,792,1642,813,829,1735,823,912,1870,932,938,1931,900,1031,1978,933,1045,1956,922,1034,1989,916,1073,1563,735,828,1114,468,646,1040,385,655,45.2,42.9,47.4
50,127,72127,Puerto Rico,San Juan Municipio,12,318441,145575,172866,12070,6173,5897,27033,13566,13467,14353,7141,7212,30376,14525,15851,272523,122433,150090,264985,118695,146290,118377,56208,62169,77065,36230,40835,82761,37802,44959,74783,30138,44645,12070,6173,5897,14245,7211,7034,16205,8043,8162,19565,9553,10012,21747,10425,11322,21582,10398,11184,18356,8743,9613,18536,8520,10016,18591,8569,10022,19298,9012,10286,20528,9585,10943,21993,9961,12032,20942,9244,11698,19609,8230,11379,17610,7421,10189,13575,5617,7958,10355,4137,6218,13634,4733,8901,44.6,42.1,46.6
50,129,72129,Puerto Rico,San Lorenzo Municipio,12,35989,17487,18502,1262,634,628,3305,1699,1606,1735,884,851,3276,1656,1620,30553,14716,15837,29687,14270,15417,13644,6697,6947,9073,4381,4692,10185,4902,5283,7153,3331,3822,1262,634,628,1690,845,845,2055,1078,977,2188,1091,1097,2383,1225,1158,2482,1193,1289,2095,1043,1052,2249,1058,1191,2247,1087,1160,2330,1156,1174,2565,1218,1347,2723,1295,1428,2567,1233,1334,2143,984,1159,1762,851,911,1401,672,729,918,413,505,929,411,518,43.5,42.6,44.4
50,131,72131,Puerto Rico,San Sebastián Municipio,12,35528,17235,18293,1242,624,618,3451,1771,1680,1614,825,789,3064,1577,1487,30002,14410,15592,29221,14015,15206,12392,6215,6177,8148,4043,4105,9443,4403,5040,8566,3992,4574,1242,624,618,1769,929,840,2116,1072,1044,2068,1062,1006,2176,1110,1066,2067,1055,1012,1827,902,925,2047,1001,1046,2207,1085,1122,2179,1041,1138,2192,1012,1180,2487,1140,1347,2585,1210,1375,2404,1149,1255,2413,1121,1292,1694,805,889,1096,511,585,959,406,553,45.5,44,47.1
50,133,72133,Puerto Rico,Santa Isabel Municipio,12,21209,10223,10986,828,411,417,2228,1120,1108,1183,603,580,2207,1150,1057,17535,8380,9155,16970,8089,8881,8843,4234,4609,5769,2642,3127,5436,2647,2789,3558,1650,1908,828,411,417,1131,572,559,1413,709,704,1504,785,719,1570,807,763,1544,714,830,1184,520,664,1373,632,741,1668,776,892,1670,823,847,1369,649,720,1247,611,636,1150,564,586,1021,503,518,1020,459,561,715,344,371,453,197,256,349,147,202,40.2,39.7,40.6
50,135,72135,Puerto Rico,Toa Alta Municipio,12,72025,34513,37512,2501,1295,1206,7315,3672,3643,3813,1954,1859,7426,3737,3689,60309,28568,31741,58396,27592,30804,30179,14754,15425,19903,9556,10347,20288,9449,10839,10779,4850,5929,2501,1295,1206,3788,1919,1869,4490,2246,2244,4989,2580,2409,5287,2618,2669,5590,2698,2892,4690,2304,2386,4542,2153,2389,5081,2401,2680,5262,2494,2768,5315,2499,2816,5288,2395,2893,4423,2061,2362,3536,1654,1882,2819,1316,1503,2046,889,1157,1310,588,722,1068,403,665,40.1,38.9,41.3
50,137,72137,Puerto Rico,Toa Baja Municipio,12,74271,34594,39677,2691,1384,1307,7077,3573,3504,3564,1774,1790,7182,3593,3589,62746,28758,33988,60939,27863,33076,29440,14318,15122,19568,9379,10189,19103,8548,10555,15086,6343,8743,2691,1384,1307,3728,1926,1802,4223,2075,2148,4846,2420,2426,5026,2519,2507,5251,2603,2648,4575,2153,2422,4912,2308,2604,4830,2315,2515,4669,2172,2497,4651,2135,2516,5142,2198,2944,4641,2043,2598,4146,1724,2422,4082,1760,2322,2925,1258,1667,2047,871,1176,1886,730,1156,42,39.8,43.9
50,139,72139,Puerto Rico,Trujillo Alto Municipio,12,63674,29853,33821,2130,1140,990,6259,3249,3010,3095,1618,1477,6022,3064,2958,53770,24692,29078,52190,23846,28344,25007,12200,12807,16652,7900,8752,16808,7609,9199,12708,5273,7435,2130,1140,990,3195,1641,1554,3826,1990,1836,4047,2116,1931,4308,2184,2124,4511,2202,2309,3765,1789,1976,4082,1861,2221,4294,2048,2246,4076,1893,2183,4457,2011,2446,4280,1903,2377,3995,1802,2193,3750,1602,2148,3272,1412,1860,2478,1052,1426,1676,643,1033,1532,564,968,42.3,40,44.4
50,141,72141,Puerto Rico,Utuado Municipio,12,27395,13256,14139,967,503,464,2703,1337,1366,1274,653,621,2346,1192,1154,23087,11088,11999,22451,10763,11688,9645,4719,4926,6351,3034,3317,7491,3620,3871,6263,2917,3346,967,503,464,1425,715,710,1604,782,822,1685,866,819,1609,819,790,1777,876,901,1535,743,792,1490,685,805,1549,730,819,1639,789,850,1848,887,961,1941,939,1002,2063,1005,1058,1849,937,912,1695,833,862,1134,527,607,717,297,420,868,323,545,45.2,44.4,45.9
50,143,72143,Puerto Rico,Vega Alta Municipio,12,36061,17332,18729,1365,691,674,3776,1921,1855,1911,975,936,3465,1755,1710,29940,14235,15705,29009,13745,15264,14230,7000,7230,9348,4510,4838,9303,4410,4893,6893,3070,3823,1365,691,674,1975,979,996,2295,1182,1113,2413,1246,1167,2469,1244,1225,2571,1276,1295,2222,1080,1142,2232,1027,1205,2323,1127,1196,2287,1102,1185,2298,1068,1230,2444,1151,1293,2274,1089,1185,1856,860,996,1846,837,1009,1380,628,752,947,404,543,864,341,523,41.1,39.7,42.3
50,145,72145,Puerto Rico,Vega Baja Municipio,12,50023,23869,26154,2009,969,1040,4599,2388,2211,2428,1251,1177,4609,2350,2259,42199,19880,22319,40987,19261,21726,18862,9287,9575,12451,6018,6433,13364,6181,7183,10563,4712,5851,2009,969,1040,2351,1194,1157,2874,1526,1348,3143,1597,1546,3268,1672,1596,3431,1727,1704,2962,1426,1536,2981,1381,1600,3077,1484,1593,3182,1521,1661,3315,1535,1780,3568,1612,1956,3299,1513,1786,2923,1356,1567,2735,1239,1496,2157,1013,1144,1433,612,821,1315,492,823,43.2,41.5,44.9
50,147,72147,Puerto Rico,Vieques Municipio,12,8386,4226,4160,331,184,147,864,402,462,347,179,168,593,296,297,7021,3552,3469,6844,3461,3383,2689,1383,1306,1828,948,880,2528,1314,1214,1895,903,992,331,184,147,485,226,259,458,216,242,421,215,206,440,220,220,472,236,236,468,233,235,426,230,196,462,249,213,540,282,258,652,340,312,649,342,307,687,350,337,530,286,244,497,235,262,398,179,219,253,132,121,217,71,146,47.4,46.9,47.8
50,149,72149,Puerto Rico,Villalba Municipio,12,21372,10316,11056,953,490,463,2229,1136,1093,1070,558,512,2224,1138,1086,17658,8427,9231,17120,8132,8988,8004,3941,4063,4973,2373,2600,5943,2809,3134,3980,1812,2168,953,490,463,1173,601,572,1319,663,656,1484,807,677,1547,761,786,1459,726,733,1162,541,621,1140,530,610,1212,576,636,1361,665,696,1404,656,748,1571,737,834,1607,751,856,1339,651,688,1133,523,610,710,317,393,452,189,263,346,132,214,41.9,40.4,43.3
50,151,72151,Puerto Rico,Yabucoa Municipio,12,32282,15588,16694,1074,548,526,3026,1585,1441,1528,775,753,2979,1473,1506,27420,13079,14341,26654,12680,13974,11566,5638,5928,7444,3584,3860,9068,4334,4734,7163,3289,3874,1074,548,526,1504,776,728,1907,1003,904,2022,1030,992,2100,1024,1076,2087,1020,1067,1681,781,900,1688,816,872,1988,967,1021,2080,1002,1078,2202,1045,1157,2479,1207,1272,2307,1080,1227,2220,1066,1154,1920,928,992,1275,594,681,795,357,438,953,344,609,45.2,44.1,46.1
50,153,72153,Puerto Rico,Yauco Municipio,12,33575,16022,17553,1192,600,592,3142,1651,1491,1516,790,726,2829,1461,1368,28449,13355,15094,27725,12981,14744,11681,5755,5926,7712,3706,4006,9382,4380,5002,7802,3434,4368,1192,600,592,1611,833,778,1907,1020,887,1945,1001,944,2024,1048,976,1978,943,1035,1808,894,914,1871,867,1004,2055,1002,1053,2167,1023,1144,2308,1040,1268,2413,1129,1284,2494,1188,1306,2255,1084,1171,2095,940,1155,1519,696,823,1018,416,602,915,298,617,46,44.1,47.8
